BaseId,NameId,Name,ModelCharaId,McType,McModel,McBase,McVariant,Scale
11245,8353,Innocence,1862,3,272,1,7,2.8
11246,8394,forgiven shame,2524,3,141,4,1,0.8
11247,8268,forgiven venery,2686,2,1016,4,1,1.5
11248,8952,Offscoursman,1217,3,118,2,3,2.6
11251,8790,dryspine gigantender,2445,3,416,2,1,1
11252,8234,Archaeotania,480,0,0,0,1,1
11253,8485,dread servant,2695,2,1007,1,6,1
11254,8485,dread servant,2695,2,1007,1,6,1
11255,8485,dread servant,2695,2,1007,1,6,1
11256,8324,Zumshs Aath Deepdread,2695,2,1007,1,6,1.4
11257,8811,barley crate,488,4,2220,0,1,1
11258,8804,storage chest,488,4,2220,0,1,1
11259,8798,ironbeard mazer,2474,3,553,1,1,2
11260,8722,territorial glider,2648,3,27,1,6,0.8
11261,8723,territorial moss fungus,1301,2,1009,10,1,1.5
11262,8723,territorial moss fungus,1949,3,392,1,2,1.5
11263,8964,maester's weapon,1299,3,286,1,2,1.7
11264,8810,windborne hydrozoan,2616,3,578,1,1,3
11265,8373,Eulmoran adjutant,2617,3,579,1,1,5.5
11266,8414,mischievous plaything,2573,3,311,5,1,4
11267,9057,Cosmos snapweed,2702,3,114,7,1,2
11268,9044,leannan sith,2817,3,69,2,1,1
11269,9045,lover's ring,2790,3,527,2,1,0.6
11270,9064,enslaved love,1923,3,423,1,1,3
11271,9148,reverse-jointed Goliath,2829,3,632,1,1,1.2
11272,9149,small biped,2823,3,627,1,1,1.2
11273,9150,Marx L,2815,3,622,1,1,1
11274,9151,Marx R,2815,3,622,1,1,1
11275,9152,Marx,2821,3,620,1,2,0.7
11276,9152,Marx,2821,3,620,1,2,0.7
11277,9041,Seeker of Solitude,2785,3,604,1,1,2
11278,9049,velvet drapery,2835,3,9994,1,1,3
11279,9047,grand piano,2837,3,9994,1,1,4.2
11280,9048,gilded stool,2834,3,9994,1,1,1
11281,9050,plush sofa,2833,3,9994,1,1,3
11282,9065,crystal chandelier,2836,3,9994,1,1,5
11283,9046,Lugus,2789,3,73,3,1,4
11284,108,,480,0,0,0,1,5
11285,108,,480,0,0,0,1,1
11286,108,,480,0,0,0,1,2
11287,108,,480,0,0,0,1,3
11288,108,,480,0,0,0,1,1.6
11289,108,,480,0,0,0,1,6
11290,9041,Seeker of Solitude,2785,3,604,1,1,2
11291,9063,magicked broom,2813,3,624,1,1,6.25
11292,8352,Hades,2478,3,554,1,1,0.9
11293,8352,Hades,2576,3,565,1,1,1
11294,8352,Hades,2794,3,616,1,1,1.7
11295,8352,Hades,476,3,9994,1,1,1
11296,8352,Hades,476,3,9994,1,1,1
11297,8352,Hades,476,3,9994,1,1,1
11298,8352,Hades,476,3,9994,1,1,1
11299,8826,shadow of the ancients,2765,1,501,1,1,2.5
11300,9180,Nabriales's shade,547,1,101,1,1,2
11301,9181,Lahabrea's shade,547,1,101,1,1,2
11302,9182,Igeyorhm's shade,547,1,101,1,1,2
11303,9183,Ascian prime's shade,1047,3,103,2,1,3.8
11304,8351,aetherial gaol,2740,3,601,1,1,8
11305,9184,arcane globe,2811,3,272,1,17,1
11306,9185,arcane font,2812,3,272,1,18,1
11307,9143,Hobbes,2786,3,611,1,1,1
11308,9143,Hobbes,2787,3,612,1,1,1
11309,9143,Hobbes,2788,3,613,1,1,1
11316,9052,agilulfo,121,3,29,1,1,3
11317,9063,magicked broom,2813,3,624,1,1,2.5
11318,9053,over weapon,2601,3,574,1,1,1.2
11319,9053,over weapon,2601,3,574,1,1,1.2
11320,9053,over weapon,2601,3,574,1,1,1.2
11321,9054,bellporxie,2595,3,80,3,1,1
11322,9055,Cosmos witchweed,1270,3,280,1,1,0.8
11323,9056,Cosmos echo,2513,3,26,3,1,3.5
11324,9062,Cosmos ya-te-veo,1224,3,5,2,4,1.3
11325,9057,Cosmos snapweed,2675,3,589,1,1,1.3
11326,9179,paraporxie,2595,3,80,3,1,2
11327,9058,draco statue,2770,3,540,1,1,2
11334,9061,Lord Tolthewil,2793,3,549,2,1,1.8
11335,9211,living liquid,1061,3,260,1,1,3.5
11336,9212,liquid hand,1063,3,261,2,1,1.6
11337,9213,liquid rage,1300,3,287,1,1,2.5
11338,9214,jagd doll,978,2,1007,6,1,0.8
11339,9215,embolus,1202,3,271,1,8,1
11340,9216,Brute Justice,1357,3,300,1,1,0.45
11341,9217,steam chakram,1425,3,315,1,1,1
11342,9218,Cruise Chaser,1606,3,361,1,1,0.85
11343,8658,plasma shield,1661,5,0,0,1,10
11344,9221,plasmasphere,513,3,156,1,7,3
11345,9222,Shanoa,1499,3,331,1,1,2
11346,9223,true heart,1448,3,321,1,1,1
11347,9220,Alexander Prime,1583,3,354,1,1,0.9
11348,9224,judgment crystal,1671,3,368,1,1,0.7
11349,9042,Perfect Alexander,2783,3,598,1,1,0.9
11351,9186,Lahabrea's and Igeyorhm's shades,480,0,0,0,1,1
11352,9231,Papa Humbaba,1767,3,58,7,1,0.9
11353,9232,thunderhead,1572,3,273,1,5,1
11354,9134,small stubby,785,3,156,1,16,1
11355,9239,shikigami of the pyre,1664,3,260,1,2,3
11356,9240,shikigami of the pyre,1666,3,287,1,2,2.5
11357,9241,shikigami of the undertow,1061,3,260,1,1,3
11358,9242,right hand of the undertow,1062,3,261,1,1,1.8
11359,9243,left hand of the undertow,1063,3,261,2,1,1.3
11360,9244,shikigami of the undertow,1300,3,287,1,1,2.5
11361,9141,serial-jointed command model,2791,3,614,1,1,1.4
11362,9146,small exploder,2824,3,627,2,1,1.2
11363,9142,serial-jointed service model,2852,3,614,1,1,1
11365,9142,serial-jointed service model,2809,3,273,1,28,1
11366,9131,2P,2810,1,201,1,1,1.024
11367,9245,Siegfried,2832,2,1024,2,1,2
11368,2667,bomb,670,3,199,1,1,2
11369,9149,small biped,672,3,199,2,1,2
11370,9245,Siegfried,2832,2,1024,2,1,2
11371,8851,budding ya-te-veo,557,3,174,1,1,1
11372,9245,Siegfried,2832,2,1024,2,1,2
11373,9245,Siegfried,2832,2,1024,2,1,2
11374,9245,Siegfried,2832,2,1024,2,1,2
11375,9245,Siegfried,2832,2,1024,2,1,2
11376,8347,massive boulder,557,3,174,1,1,1
11377,8853,fish basket,670,3,199,1,1,2
11378,9155,serial-jointed service model,672,3,199,2,1,2
11379,9143,Hobbes,476,3,9994,1,1,1
11380,9153,9S-operated walking fortress,2792,3,615,1,1,1
11381,9154,9S-operated flight unit,2795,3,617,1,1,1
11382,9155,serial-jointed service model,2791,3,614,1,1,1.4
11383,9156,Goliath tank,2828,3,631,1,1,1.2
11384,9157,Marx,2846,3,635,1,1,1
11385,9136,small flyer,2809,3,273,1,28,1
11386,9134,small stubby,2822,3,626,1,1,1.2
11387,9135,small biped,2823,3,627,1,1,1.2
11388,9136,small flyer,2825,3,628,1,1,1.2
11389,9137,multi-leg medium model,2826,3,629,1,1,1.2
11390,9138,Goliath tank,2828,3,631,1,1,1.2
11391,9139,medium exploder,2827,3,630,1,1,1.2
11392,9140,flight unit,2842,3,617,1,2,1
11393,9219,gelid gaol,779,3,72,1,2,1.6
11396,9230,arena mirrorknight,378,3,151,1,1,1.5
11397,9189,Arch Ultima,2806,3,621,1,1,1
11398,108,,2845,3,634,1,1,1
11399,108,,2845,3,634,1,1,1
11400,108,,2845,3,634,1,1,1
11401,9190,Gaius Baelsar,542,1,501,1,1,1.1
11402,9190,Gaius Baelsar,1209,3,273,1,2,1
11408,9196,canis praetorianus,1732,3,8,2,1,1
11409,9197,praedator praetorianus,1669,3,366,1,1,1
11410,9143,Hobbes,1679,3,1,5,1,3.4
11411,9199,scorpio praetorianus,1808,3,410,1,1,1.1
11412,9200,colossus praetorianus,255,3,76,1,3,3.2
11413,9201,sicilis praetoriana,1654,3,148,4,1,0.7
11414,7857,Julia quo Soranus,2471,1,601,1,1,1
11415,7860,Annia quo Soranus,2472,1,601,1,1,1.2
11416,9189,Arch Ultima,1209,3,273,1,2,1
11417,9202,lembus praetorianus,930,3,230,1,1,0.4
11419,9204,synthetic auracite generator,480,0,0,0,1,1
11420,9205,Arch Ultima bit,55,3,12,1,1,1
11421,9218,Cruise Chaser,1605,3,360,1,1,0.85
11422,9220,Alexander Prime,2782,3,597,1,1,0.9
11423,9042,Perfect Alexander,2784,3,598,1,2,0.9
11424,9178,Ezel II,2851,3,637,1,1,1
11425,9177,Tyr Beq,2520,2,1038,1,1,0.6
11426,9176,An Lad,2520,2,1038,1,1,0.6
11427,9160,nightmare pudding,1311,3,55,1,15,1.5
11428,9159,nightmare puppet,1764,3,148,5,1,1
11429,9162,nightmare flamebeast,1846,3,415,1,1,1
11430,9161,nightmare worm,239,3,68,1,2,1
11431,9207,nightmare bubble,392,3,156,1,4,2
11432,9208,Destrudo,2804,3,129,3,1,0.7
11433,9209,crack in unreality,536,4,4012,0,1,1.5
11434,9210,clouded dream,480,0,0,0,1,1.5
11437,9159,nightmare puppet,1764,3,148,5,1,1.5
11438,9160,nightmare pudding,1311,3,55,1,15,2
11439,9161,nightmare worm,239,3,68,1,2,1
11440,9162,nightmare flamebeast,1846,3,415,1,1,1.5
11441,8126,arena viking,1431,2,1027,1,1,2
11442,8105,arena vodoriga,363,3,141,1,1,1
11443,9163,bitsy basket,2558,3,49,7,1,0.5
11444,9164,sweet echevore,2587,3,2,4,1,2.5
11445,9165,flowering witchweed,1270,3,280,1,1,0.9
11446,9166,killer moss fungus,2574,3,569,1,1,1.2
11447,9167,pouting phooka,2653,3,225,2,2,1
11448,9168,deepglider,2660,3,540,1,2,1.5
11449,9169,icewater undine,1867,3,417,2,1,0.6
11450,9170,fresh anemone,2534,3,84,4,1,2
11451,9171,greedy Fuath,2525,3,320,2,2,1.5
11452,9172,fibrous psammead,1491,3,280,2,1,0.5
11453,9172,fibrous psammead,1491,3,280,2,1,0.7
11454,9172,fibrous psammead,1491,3,280,2,1,0.9
11455,9173,Nu Mou porxienapper,2693,2,1037,1,2,1
11456,9173,Nu Mou porxienapper,2693,2,1037,1,2,1
11457,9174,Nu Mou fungipicker,2693,2,1037,1,2,1
11458,9175,wandering coyote,160,3,41,1,2,1
11459,8517,ironbeard,2867,3,58,10,1,1.5
11460,9131,2P,2796,3,617,2,1,1
11461,9229,Estinien Wyrmblood,480,0,0,0,1,1
11462,9247,ice boulder,1571,3,271,1,18,2
11463,108,,2845,3,634,1,1,1
11464,108,,2845,3,634,1,1,1
11465,108,,2845,3,634,1,1,1
11466,9346,Alphinaud,1684,3,171,2,1,1
11470,9131,2P,480,0,0,0,1,1
11471,108,,480,0,0,0,1,1
11472,9208,Destrudo,202,3,55,1,2,1.5
11473,9219,gelid gaol,670,3,199,1,1,2
11474,9233,Durinn,1498,3,330,2,1,2
11475,9234,undead serf,597,1,101,1,1,1
11476,9235,undead serf,548,1,0,1,1,1
11478,9237,undead warrior,1641,2,1009,12,1,1
11479,9238,undead gravekeeper,1624,1,901,1,1,1.5
11481,9260,Unknown,2873,3,233,5,1,1.4
11482,9261,Unknown,2873,3,233,5,1,1.4
11483,9262,sinister bubble,1372,3,271,1,13,1.5
11484,9250,the Ruby Weapon,2814,3,625,1,1,1
11485,9365,phantom Varis,629,3,106,1,1,1.6
11486,731,comet,629,3,106,1,1,1.6
11487,9250,the Ruby Weapon,2879,3,648,1,1,1
11488,9254,Raven's image,647,3,196,1,1,1.5
11489,9254,Raven's image,647,3,196,1,1,1.5
11490,9250,the Ruby Weapon,2814,3,625,1,1,1
11491,9259,Ruby bit,2872,3,12,4,1,1.1
11492,9253,meteor,629,3,106,1,1,1.6
11493,731,comet,629,3,106,1,1,1.6
11494,9250,the Ruby Weapon,2879,3,648,1,1,1
11495,9254,Raven's image,647,3,196,1,1,1.5
11496,9254,Raven's image,647,3,196,1,1,1.5
11497,9255,white fury,2887,3,345,2,1,0.5
11498,9256,white agony,2888,3,345,3,1,0.5
11499,8647,thundersphere,672,3,199,2,1,2
11500,9246,magitek explosive,804,3,199,2,1,4
11501,108,,476,3,9994,1,1,1
11504,9829,vision of Ryne,2720,1,201,1,1,1.5
11511,9245,Siegfried,2481,3,55,6,1,3.8
11512,3046,Typhon,261,3,78,1,1,2.5
11513,2667,bomb,670,3,199,1,1,4
11515,9248,cloud wyvern,1042,3,60,4,1,1
11516,9249,Abalathian wamoura,646,3,195,1,1,1.1
11518,9263,kyklops,2864,3,427,2,1,2
11519,9264,Rukshs Dheem,2865,3,456,2,1,8
11520,9265,depth grip,2878,3,647,1,1,2.5
11521,9266,queen's harpooner,2695,2,1007,1,6,1.5
11522,9281,Ramuh,2866,3,639,1,1,2.2
11523,9282,stormcloud,1572,3,273,1,5,1
11524,9283,gathered storm,1572,3,273,1,5,1.7
11525,9284,will of Ramuh,2875,3,639,1,2,2
11526,9285,will of Ixion,2874,3,407,1,3,0.5
11527,9404,Llofii the Forthright,2886,3,141,6,1,0.8
11528,9281,Ramuh,2866,3,639,1,1,2.2
11529,9282,stormcloud,1572,3,273,1,5,1
11530,9283,gathered storm,1572,3,273,1,5,1.7
11531,9284,will of Ramuh,2875,3,639,1,2,2
11532,9285,will of Ixion,2874,3,407,1,3,0.5
11533,9286,raiden,2886,3,141,6,1,0.8
11534,9287,Garuda,2797,3,618,1,1,0.5
11535,9288,Ifrit,2883,3,459,2,1,3
11536,9289,Raktapaksa,2889,3,459,2,2,3.5
11537,9290,tumultuous nexus,2920,3,655,1,5,1.5
11538,9291,great ball of fire,2942,3,653,1,1,1.5
11539,9287,Garuda,2797,3,618,1,1,0.5
11540,9288,Ifrit,2883,3,459,2,1,3
11541,9289,Raktapaksa,2889,3,459,2,2,3.5
11542,9290,tumultuous nexus,2920,3,655,1,5,1.5
11543,9291,great ball of fire,2942,3,653,1,1,1.5
11544,9292,twisting blaze,1666,3,287,1,2,2.5
11545,9267,trench danbania,2676,3,590,1,1,1.5
11546,9268,trench xzomit,2373,3,523,1,1,1.5
11547,9269,trench phuabo,2470,3,551,1,1,1.5
11548,9271,trench dagonite,2884,3,5,3,2,2
11549,108,,480,0,0,0,1,5
11550,9272,trench yovra,2453,3,544,1,1,1
11551,9273,Anyder squib,2088,3,290,2,1,1.5
11552,9274,Anyder clionid,2432,3,539,1,1,1.5
11553,9275,Anyder leech,1056,3,181,1,2,1.5
11554,9276,Anyder grappler,2695,2,1007,1,6,1.5
11555,9277,Anyder harpooner,2695,2,1007,1,6,1.5
11556,9278,Anyder diviner,2695,2,1007,1,6,1.5
11557,9316,corrupted sprite,612,3,153,1,6,1.2
11558,9830,vision of Gaia,2853,2,1041,1,1,1.5
11559,9288,Ifrit,2883,3,459,2,1,3
11560,9289,Raktapaksa,2889,3,459,2,2,3.5
11561,108,,476,3,9994,1,1,0.3
11562,108,,476,3,9994,1,1,0.3
11563,9279,panopt ousia,2877,3,646,1,1,2
11564,9280,io ousia,2885,3,238,4,1,1.5
11565,9298,the Idol of Darkness,2880,3,649,1,1,1
11566,9299,unforgiven idolatry,2906,3,658,1,1,1
11567,9298,the Idol of Darkness,2906,3,658,1,1,1
11568,9301,idolatry,2906,3,658,1,1,1
11569,9301,idolatry,2906,3,658,1,1,1
11570,9298,the Idol of Darkness,2880,3,649,1,1,1
11571,9299,unforgiven idolatry,2906,3,658,1,1,1
11572,9300,blasphemy,2906,3,658,1,1,1
11573,9301,idolatry,2906,3,658,1,1,1
11574,9301,idolatry,2906,3,658,1,1,1
11575,9293,iguana huaca,2905,3,657,1,1,1
11576,9302,chiaro,789,3,156,1,20,1.4
11577,9303,scuro,2943,3,653,1,2,1
11578,108,,2912,3,659,1,1,1
11579,108,,2854,3,638,1,1,1
11580,9296,huaca,2915,2,1021,5,1,2.5
11585,9293,iguana huaca,2537,3,30,2,1,1.2
11586,9294,thorn huaca,2569,3,153,3,1,2
11587,9295,cubus huaca,2683,3,591,1,7,1.5
11588,9297,voidgate,1208,3,273,1,1,1
11589,9341,Varis yae Galvus,2914,2,1042,1,1,2
11590,9365,phantom Varis,2914,2,1042,1,1,2
11591,9356,ruby sphere,2505,3,9994,1,1,1
11592,9360,Terminus Est,2917,3,655,1,2,1
11593,9361,Ignis Est,2918,3,655,1,3,1
11594,9362,Ventus Est,2919,3,655,1,4,1
11595,9355,bladesblood,2956,3,9994,1,1,2
11596,3819,magitek turret I,1236,3,12,1,5,1
11597,3820,magitek turret II,1235,3,12,3,1,1
11598,9342,confines of memory,2931,3,72,5,1,1
11599,9356,ruby sphere,2911,3,655,1,1,1
11600,9331,altered Bahamut,336,3,117,1,2,0.7
11601,9331,altered Bahamut,336,3,117,1,2,0.7
11619,9340,antibody,2932,3,380,1,2,0.6
11620,9341,Varis yae Galvus,2914,2,1042,1,1,2
11621,9365,phantom Varis,2914,2,1042,1,1,2
11622,9360,Terminus Est,2917,3,655,1,2,1
11623,9361,Ignis Est,2918,3,655,1,3,1
11624,9362,Ventus Est,2919,3,655,1,4,1
11625,9355,bladesblood,2956,3,9994,1,1,2
11626,9342,confines of memory,2931,3,72,5,1,1
11627,9353,Shiva,2902,3,640,1,1,3.5
11628,9407,Red Comet,2809,3,273,1,28,1
11629,9318,holy light,2943,3,653,1,2,2
11630,9319,electric aether,2922,3,153,1,11,1.2
11631,9320,aqueous aether,2921,3,153,1,10,1.2
11632,9321,earthen aether,2924,3,153,2,2,1.2
11633,9322,luminous aether,1452,3,153,1,8,1.2
11634,9323,drachen wanderer,1602,3,253,1,2,1
11635,9353,Shiva,2902,3,640,1,1,3.5
11636,9409,Lyon the Beast King,2809,3,273,1,28,1
11637,9410,vermilion flame,2943,3,653,1,2,1
11638,9319,electric aether,2922,3,153,1,11,1.2
11639,9320,aqueous aether,2921,3,153,1,10,1.2
11640,9321,earthen aether,2924,3,153,2,2,1.2
11641,9324,great wyrm,476,3,9994,1,1,1
11645,9347,Ryne,2720,1,201,1,1,0.84
11651,9358,ice veil,476,3,9994,1,1,5
11653,9278,Anyder diviner,2695,2,1007,1,6,1.5
11654,9325,Mothercrystal,476,3,9994,1,1,1
11655,9491,Titania,2711,3,553,2,1,2
11656,9490,Feo Ul,2520,2,1038,1,1,0.6
11657,9502,eale's golem,81,3,21,1,1,2
11659,9392,rotten mandragora,2695,2,1007,1,6,1.5
11660,267,Allagan naga,81,3,21,1,1,2
11661,9379,Test Subject VIII Dabog,985,3,247,1,1,1.8
11662,9394,Canis Dirus,1293,3,42,5,1,0.8
11663,9386,4th Legion signifer,1519,3,339,1,1,1
11664,9397,Test Subject VIII Dabog,176,3,45,1,1,2.5
11665,9410,vermilion flame,104,3,27,1,1,1
11666,9411,imperial pyromancer,655,3,5,2,1,1.2
11667,9412,pyrobolus mater,1759,3,392,1,1,1.5
11668,9413,pyrobolus pater,358,3,135,1,1,4
11669,9994,Eastern alliance samurai,49,3,9,1,2,3
11670,9326,Gaia,2853,2,1041,1,1,1
11671,9299,unforgiven idolatry,2906,3,658,1,1,1
11672,9299,unforgiven idolatry,2947,3,658,1,2,1
11673,9405,Spartoi,1196,3,271,1,2,2
11674,731,comet,629,3,106,1,1,1.6
11677,10119,debris,476,3,9994,1,1,4.5
11679,9317,frozen mirror,476,3,9994,1,1,1
11680,9317,frozen mirror,476,3,9994,1,1,1
11681,9288,Ifrit,2883,3,459,2,1,3
11682,9289,Raktapaksa,2889,3,459,2,2,3.5
11686,9391,Peerifool,115,3,28,2,1,1
11687,9400,Akbaba,2816,3,359,3,1,1.2
11688,9513,tamed carrion crow,2816,3,359,3,1,0.5
11690,9402,whirlwind,478,3,9995,1,2,1
11691,9350,Moonstone Carbuncle,413,3,7002,1,5,1.5
11692,9359,gunshield,2946,3,9994,1,1,3
11693,9254,Raven's image,647,3,196,1,1,1.5
11694,9254,Raven's image,647,3,196,1,1,1.5
11697,9278,Anyder diviner,2695,2,1007,1,6,1.5
11701,9424,Dáinsleif,2928,3,665,1,1,0.8
11702,9425,magitek bit,55,3,12,1,1,2
11703,9398,Gabriel,2926,3,663,1,1,1
11704,9399,magitek missile,2181,3,472,1,1,1.3
11705,9403,monoceros,3026,3,168,1,13,1
11707,9405,Spartoi,2807,3,295,3,1,0.75
11708,9406,grasping rancor,1820,3,114,4,1,1.6
11709,9396,Vigilia,2927,3,664,1,1,1
11723,9427,Chlevnik,2830,3,42,9,1,1.5
11724,9428,bestial corpse,165,3,42,1,1,0.75
11725,9462,Warrior of Light,2904,3,656,1,1,3.4
11726,9829,vision of Ryne,2720,1,201,1,1,1.5
11727,9830,vision of Gaia,2853,2,1041,1,1,1.5
11728,9702,Black Wolf's image,542,1,501,1,1,2
11729,9702,Black Wolf's image,542,1,501,1,1,2
11730,9693,4th-make Hashmal,3206,3,432,1,3,2.7
11739,9472,Wyrm of Light,2971,3,117,1,5,0.7
11740,9473,spectral egi,2971,3,117,1,5,0.3
11741,9462,Warrior of Light,2904,3,656,1,1,3.4
11742,9462,Warrior of Light,2904,3,656,1,1,3.4
11743,9823,sorrow's hourglass,476,3,9994,1,1,1
11744,541,striking dummy,1502,3,332,1,1,1
11745,9450,twister,2942,3,653,1,1,1.5
11746,10188,subject VIII construct,2942,3,653,1,1,3
11754,9472,Wyrm of Light,2971,3,117,1,5,0.7
11755,9473,spectral egi,2971,3,117,1,5,0.3
11756,9505,spectral thief,2993,1,101,1,1,1.75
11757,9506,spectral thief,2993,1,101,1,1,1.75
11758,108,,2955,3,659,1,1,1
11759,108,,2954,3,638,1,1,1
11761,9508,spectral necromancer,2996,2,1016,5,1,2.3
11762,9510,necrobomb,548,1,0,1,1,1.5
11763,9510,necrobomb,548,1,0,1,1,1.5
11764,9510,necrobomb,548,1,0,1,1,1.5
11765,9510,necrobomb,548,1,0,1,1,1.5
11766,9509,necrobomb,597,1,101,1,1,1.5
11767,9509,necrobomb,597,1,101,1,1,1.5
11768,9509,necrobomb,597,1,101,1,1,1.5
11769,9509,necrobomb,597,1,101,1,1,1.5
11770,9458,the Sapphire Weapon,3029,3,691,1,1,1.94
11771,9459,Regula's image,1090,1,501,1,1,1.5
11772,9460,magitek turret,1236,3,12,1,5,2.75
11773,5045,ceruleum servant,1561,3,177,1,4,2.5
11774,9461,guidance system,316,3,105,1,1,1.75
11775,9461,guidance system,316,3,105,1,1,1.75
11776,9461,guidance system,316,3,105,1,1,1.75
11777,9442,Adrammelech,2930,3,667,1,1,1.75
11778,9443,torrid orb,783,3,156,1,14,1.3
11779,9444,frozen orb,784,3,156,1,15,1.3
11780,9445,aqueous orb,2997,3,655,1,6,1.3
11781,9446,charged orb,785,3,156,1,16,1.3
11782,9447,vortical orb,1197,3,271,1,3,0.7
11783,9448,sabulous orb,910,3,156,1,22,1.3
11784,9449,electric charge,1008,3,156,1,27,1.3
11785,9450,twister,1912,3,272,1,20,1.95
11786,9299,unforgiven idolatry,2947,3,658,1,2,1
11787,9299,unforgiven idolatry,2947,3,658,1,2,1
11788,9891,Diadem melia,2199,3,272,1,13,1.95
11789,9494,Tupaq Amaro,2199,3,272,1,13,1.95
11790,9451,arcane sphere,769,3,213,1,1,1
11791,108,,3212,3,726,1,1,1.3
11792,9364,724P-operated superior flight unit (A-lpha),2958,3,669,1,1,1
11793,9617,767P-operated superior flight unit (B-eta),2958,3,669,1,1,1
11794,9618,772P-operated superior flight unit (C-hi),2958,3,669,1,1,1
11795,9322,luminous aether,1452,3,153,1,8,1.2
11796,9417,Patriot,3017,3,27,3,2,1.5
11797,9515,Bozjan korrigan,1046,3,88,1,2,1.7
11798,9516,Bozjan orobon,270,3,82,2,1,4
11799,9517,4th Legion slasher,1654,3,148,4,1,0.7
11800,9518,Bozjan mudpuppy,151,3,39,1,1,1.2
11801,9519,4th Legion nimrod,2876,3,645,1,1,1.5
11802,9520,Bozjan nepenthes,2675,3,589,1,1,1.3
11803,9521,Bozjan matamata,1718,3,384,1,1,1.5
11804,9522,4th Legion death claw,331,3,114,1,1,1.5
11805,9523,4th Legion roader,1712,3,378,1,1,0.6
11806,108,,231,3,63,1,3,1
11807,108,,213,3,56,1,1,2
11808,108,,732,3,23,3,1,0.8
11809,108,,1366,3,308,1,1,1
11810,11320,spear of the Fury,2923,3,9994,1,1,2
11811,110,skeleton soldier,480,0,0,0,1,1
11812,9530,Ink Claw,1158,3,215,2,3,2
11813,9531,fern flower,1270,3,280,1,1,0.8
11814,9532,tideborn angel,2043,3,296,3,1,0.9
11815,9533,water sprite,385,3,153,1,5,1
11816,9534,Bozjan geshunpest,2185,3,476,1,1,1.5
11817,9535,Bozjan wraith,1504,3,334,1,1,2.5
11818,9483,Ghen Gen,116,3,28,2,2,1
11819,9643,mine,117,3,28,2,3,1
11820,9485,Cassard,118,3,28,2,4,1
11821,10263,Emerald Garuda,119,3,28,2,5,1
11822,10015,confluence,476,3,9994,1,1,1.8
11823,9391,Peerifool,2831,3,88,8,1,7.5
11824,9392,rotten mandragora,2831,3,88,8,1,3.5
11825,9393,pheromones,2263,3,321,1,3,1.5
11826,9536,lightning sprite,384,3,153,1,4,1
11827,9537,wind sprite,383,3,153,1,3,1
11828,9538,earth sprite,386,3,153,2,1,1
11829,9931,4th-make Shemhazai,3128,3,702,1,1,2.75
11830,9539,4th Legion vanguard,215,3,56,1,3,1.5
11831,9540,Bozjan doblyn,178,3,45,1,3,1.5
11832,9541,Bozjan sabotender,142,3,36,1,2,2.5
11833,9542,Bozjan tormentor,2674,3,588,1,1,1.6
11834,9408,red chocobo,2132,2,1,9,2,1.2
11835,9544,4th Legion avenger,1818,3,183,6,1,1.1
11836,9533,water sprite,385,3,153,1,5,1
11837,9545,Bozjan antlion,1717,3,383,1,1,1.3
11838,9546,Bozjan worm,238,3,68,1,1,1
11839,9547,4th Legion gunship,1030,3,230,1,2,0.6
11840,9536,lightning sprite,384,3,153,1,4,1
11841,9548,Bozjan wight,862,2,1015,2,1,1.8
11842,9549,Bozjan taipan,2663,3,65,4,2,1
11843,9550,Bozjan bandersnatch,913,3,177,2,1,1
11844,9551,Bozjan biast,180,3,46,1,2,1.5
11845,9537,wind sprite,383,3,153,1,3,1
11846,10107,telotek sky armor,1366,3,308,1,1,1
11848,108,,476,3,9994,1,1,3.5
11849,9538,earth sprite,386,3,153,2,1,1
11850,9555,Bozjan dullahan,2420,3,73,2,1,2.5
11851,9556,Viy,220,3,58,1,2,1.2
11852,9557,Smok,1681,3,183,5,1,2.3
11853,9558,Psoglav,1293,3,42,5,1,1
11854,9559,4th Legion hexadrone,1404,3,276,1,1,0.65
11855,9560,Bozjan elbst,182,3,46,3,1,1.2
11856,9561,Bozjan screamer,39,3,7,1,1,2
11857,9562,Bozjan ranunculus,2534,3,84,4,1,2
11858,9563,Bozjan phobosuchus,1509,3,39,6,1,1.4
11859,9564,4th Legion scorpion,1808,3,410,1,1,0.9
11860,9536,lightning sprite,384,3,153,1,4,1
11861,9565,Bozjan monitor,2770,3,540,1,1,2
11862,9430,4th Legion armored weapon,1679,3,1,5,1,4
11863,9567,Bozjan ochu,35,3,5,1,2,1.5
11864,9533,water sprite,385,3,153,1,5,1
11865,9568,Bozjan gravekeeper,1624,1,901,1,1,1.5
11866,9569,Bozjan goobbue,198,3,54,1,1,1.5
11867,9570,Bozjan wadjet,137,3,34,2,2,1.2
11868,9571,Bozjan snake,772,3,173,1,2,1.5
11869,9538,earth sprite,386,3,153,2,1,1
11870,9572,Bozjan anzu,604,3,60,3,1,0.9
11871,9573,Bozjan doll,1949,3,392,1,2,1.7
11872,9679,Bozjan elasmoth,165,3,42,1,1,0.75
11873,9537,wind sprite,383,3,153,1,3,1
11874,9575,Bozjan rider,2256,3,237,2,1,1.8
11875,9576,Patty,1439,3,238,2,1,2
11876,9577,Clingy Clare,147,3,37,1,4,1.4
11877,9578,bird of barathrum,1217,3,118,2,3,2.6
11878,9394,Canis Dirus,3025,3,128,2,2,1.17
11879,9395,hellsfire,2998,3,655,1,7,1
11880,9407,Red Comet,2132,2,1,9,2,1.8
