Id,Cat,Skel,Key
2378,monster,m0160,mon_sp/m0160/mon_sp004_hit
2379,monster,m0161,mon_sp/m0161/mon_sp003_hit
2380,monster,m0120,mon_sp/m0120/mon_sp003_hit
2388,monster,m0099,mon_sp/m0099/mon_sp020
2389,monster,m0099,mon_sp/m0099/mon_sp020_hit
2391,monster,m0098,mon_sp/m0098/mon_sp014
2392,monster,m0098,mon_sp/m0098/mon_sp014_hit
2393,monster,m9993,mon_sp/m9993/mon_sp007
2394,monster,m9993,mon_sp/m9993/mon_sp008
2395,monster,m9993,mon_sp/m9993/mon_sp009
2396,monster,m0098,mon_sp/m0098/mon_sp015
2397,monster,m0072,mon_sp/m0072/mon_sp001
2400,monster,m7004,mon_sp/m7004/mon_sp006
2401,monster,m7004,mon_sp/m7004/mon_sp006_hit
2402,monster,m7004,mon_sp/m7004/mon_sp007
2403,monster,m7004,mon_sp/m7004/mon_sp007_hit
2404,monster,m7004,mon_sp/m7004/mon_sp008
2405,monster,m0095,mon_sp/m0095/mon_sp016
2406,monster,m0095,mon_sp/m0095/mon_sp016_hit
2407,monster,m0099,mon_sp/m0099/mon_sp021
2408,monster,m0099,mon_sp/m0099/mon_sp022
2409,monster,m0099,mon_sp/m0099/mon_sp022_hit
2410,monster,m0190,mon_sp/m0190/mon_sp005
2414,monster,m0166,mon_sp/m0166/mon_sp001
2415,monster,m0166,mon_sp/m0166/mon_sp001_hit
2416,monster,m0166,mon_sp/m0166/mon_sp002
2417,monster,m0166,mon_sp/m0166/mon_sp002_hit
2418,monster,m0178,mon_sp/m0178/mon_sp001
2419,monster,m0178,mon_sp/m0178/mon_sp001_hit
2420,monster,m0178,mon_sp/m0178/mon_sp002
2421,monster,m0178,mon_sp/m0178/mon_sp003
2422,monster,m0178,mon_sp/m0178/mon_sp003_hit
2423,monster,m0178,mon_sp/m0178/mon_sp002_hit
2461,monster,m0096,mon_sp/m0096/mon_sp015
2462,monster,m0096,mon_sp/m0096/mon_sp016
2463,monster,m0096,mon_sp/m0096/mon_sp016_hit
2464,monster,m0090,mon_sp/m0090/mon_sp003
2465,monster,m0090,mon_sp/m0090/mon_sp003_hit
2466,monster,m0093,mon_sp/m0093/mon_sp003
2467,monster,m0093,mon_sp/m0093/mon_sp003_hit
2468,monster,m0093,mon_sp/m0093/mon_sp004
2469,monster,m0093,mon_sp/m0093/mon_sp004_hit
2470,monster,m0093,mon_sp/m0093/mon_sp005
2475,monster,m0178,mon_sp/m0178/mon_sp004
2476,monster,m0178,mon_sp/m0178/mon_sp004_hit
2477,monster,m0153,mon_sp/m0153/mon_sp001
2478,monster,m0153,mon_sp/m0153/mon_sp002
2479,monster,m0153,mon_sp/m0153/mon_sp002_hit
2480,monster,m0055,mon_sp/m0055/mon_sp004
2481,monster,m0055,mon_sp/m0055/mon_sp005
2482,monster,m0087,mon_sp/m0087/mon_sp008
2483,monster,m0087,mon_sp/m0087/mon_sp008_hit
2484,monster,m0046,mon_sp/m0046/mon_sp005
2485,monster,m0046,mon_sp/m0046/mon_sp005_hit
2486,monster,m0046,mon_sp/m0046/mon_sp006
2487,monster,m0046,mon_sp/m0046/mon_sp006_hit
2495,monster,m0166,mon_sp/m0166/mon_sp003
2496,monster,m0060,mon_sp/m0060/mon_sp024
2497,monster,m0060,mon_sp/m0060/mon_sp024_hit
2498,monster,m0060,mon_sp/m0060/mon_sp025
2499,monster,m0060,mon_sp/m0060/mon_sp025_hit
2500,monster,m0060,mon_sp/m0060/mon_sp026
2501,monster,m0060,mon_sp/m0060/mon_sp026_hit
2502,monster,m0060,mon_sp/m0060/mon_sp027
2503,monster,m0060,mon_sp/m0060/mon_sp028
2504,monster,m0060,mon_sp/m0060/mon_sp028_hit
2505,monster,m0060,mon_sp/m0060/mon_sp029
2510,monster,m0180,mon_sp/m0180/mon_sp001
2511,monster,m0180,mon_sp/m0180/mon_sp001_hit
2512,monster,m0180,mon_sp/m0180/mon_sp002
2513,monster,m0180,mon_sp/m0180/mon_sp002_hit
2514,monster,m0180,mon_sp/m0180/mon_sp003
2515,monster,m0180,mon_sp/m0180/mon_sp003_hit
2519,monster,m0041,mon_sp/m0041/mon_sp006
2520,monster,m7004,mon_sp/m7004/mon_sp009
2522,monster,m0041,mon_sp/m0041/mon_sp006_hit
2523,monster,m0181,mon_sp/m0181/mon_sp001
2524,monster,m0181,mon_sp/m0181/mon_sp002
2525,monster,m0181,mon_sp/m0181/mon_sp002_hit
2526,monster,m0182,mon_sp/m0182/mon_sp001
2527,monster,m0182,mon_sp/m0182/mon_sp002
2528,monster,m0182,mon_sp/m0182/mon_sp002_hit
2529,monster,m0069,mon_sp/m0069/mon_sp003
2530,monster,m0069,mon_sp/m0069/mon_sp004
2531,monster,m0069,mon_sp/m0069/mon_sp005
2532,monster,m0069,mon_sp/m0069/mon_sp006
2533,monster,m0069,mon_sp/m0069/mon_sp007
2534,monster,m0069,mon_sp/m0069/mon_sp008
2545,monster,m0069,mon_sp/m0069/mon_sp003_hit
2546,monster,m0069,mon_sp/m0069/mon_sp006_hit
2547,monster,m0069,mon_sp/m0069/mon_sp007_hit
2548,monster,m0069,mon_sp/m0069/mon_sp008_hit
2551,monster,m0064,mon_sp/m0064/mon_sp003
2552,monster,m0064,mon_sp/m0064/mon_sp003_hit
2554,monster,m0057,mon_sp/m0057/mon_sp010
2556,monster,m0073,mon_sp/m0073/mon_sp010
2557,monster,m0073,mon_sp/m0073/mon_sp010_hit
2558,monster,m0073,mon_sp/m0073/mon_sp011
2561,monster,m0073,mon_sp/m0073/mon_sp012
2562,monster,m0073,mon_sp/m0073/mon_sp012_hit
2563,monster,m0095,mon_sp/m0095/mon_sp017
2564,monster,m0027,mon_sp/m0027/mon_sp006
2565,monster,m0027,mon_sp/m0027/mon_sp006_hit
2566,monster,m0184,mon_sp/m0184/mon_sp001
2567,monster,m0184,mon_sp/m0184/mon_sp001_hit
2568,monster,m0185,mon_sp/m0185/mon_sp001
2569,monster,m0185,mon_sp/m0185/mon_sp001_hit
2576,monster,m0028,mon_sp/m0028/mon_sp005
2577,monster,m0028,mon_sp/m0028/mon_sp005_hit
2578,monster,m0021,mon_sp/m0021/mon_sp008
2579,monster,m0021,mon_sp/m0021/mon_sp008_hit
2580,monster,m0021,mon_sp/m0021/mon_sp009
2581,monster,m0021,mon_sp/m0021/mon_sp009_hit
2586,monster,m0016,mon_sp/m0016/mon_sp002
2587,monster,m0016,mon_sp/m0016/mon_sp002_hit
2588,monster,m0016,mon_sp/m0016/mon_sp003
2603,monster,m0172,mon_sp/m0172/mon_sp006
2604,monster,m0172,mon_sp/m0172/mon_sp001
2605,monster,m0172,mon_sp/m0172/mon_sp001_hit
2606,monster,m0172,mon_sp/m0172/mon_sp003
2607,monster,m0172,mon_sp/m0172/mon_sp004
2608,monster,m0172,mon_sp/m0172/mon_sp002
2609,monster,m0172,mon_sp/m0172/mon_sp005
2642,monster,m0179,mon_sp/m0179/mon_sp001
2643,monster,m0179,mon_sp/m0179/mon_sp002
2644,monster,m0156,mon_sp/m0156/mon_sp006
2645,monster,m0156,mon_sp/m0156/mon_sp006_hit
2648,monster,m9994,mon_sp/m9994/mon_sp003
2649,monster,m9994,mon_sp/m9994/mon_sp003_hit
2650,monster,m9994,mon_sp/m9994/mon_sp002
2651,monster,m9994,mon_sp/m9994/mon_sp002_hit
2652,monster,m0060,mon_sp/m0060/mon_sp030
2653,monster,m0060,mon_sp/m0060/mon_sp031
2654,common,,normal/dead_pose
2663,monster,m0106,mon_sp/m0106/mon_sp001
2664,monster,m0106,mon_sp/m0106/mon_sp001_hit
2665,monster,m0106,mon_sp/m0106/mon_sp002
2666,monster,m0106,mon_sp/m0106/mon_sp002_hit
2667,monster,m0079,mon_sp/m0079/mon_sp006
2668,monster,m0079,mon_sp/m0079/mon_sp006_hit
2669,monster,m0060,mon_sp/m0060/mon_sp029_hit
2677,monster,m0029,mon_sp/m0029/mon_sp010
2680,common,,normal/event_action_bakuhakemuri
2683,monster,m0099,mon_sp/m0099/mon_sp021_hit
2689,monster,m0184,mon_sp/m0184/mon_sp002
2690,monster,m0021,mon_sp/m0021/mon_sp010
2691,monster,m0021,mon_sp/m0021/mon_sp011
2692,monster,m0097,mon_sp/m0097/mon_sp001
2693,monster,m0097,mon_sp/m0097/mon_sp002
2694,monster,m0097,mon_sp/m0097/mon_sp002_hit
2695,monster,m0097,mon_sp/m0097/mon_sp009
2696,monster,m0097,mon_sp/m0097/mon_sp009_hit
2697,monster,m0190,mon_sp/m0190/mon_sp003
2698,monster,m0190,mon_sp/m0190/mon_sp003_hit
2699,monster,m0190,mon_sp/m0190/mon_sp004
2700,monster,m0097,mon_sp/m0097/mon_sp003
2703,monster,m0097,mon_sp/m0097/mon_sp004
2704,monster,m0190,mon_sp/m0190/mon_sp002
2705,monster,m0097,mon_sp/m0097/mon_sp005
2706,monster,m0097,mon_sp/m0097/mon_sp005_hit
2718,monster,m0097,mon_sp/m0097/mon_sp010
2719,monster,m0097,mon_sp/m0097/mon_sp010_hit
2722,monster,m0156,mon_sp/m0156/mon_sp007
2723,monster,m0156,mon_sp/m0156/mon_sp008
2724,monster,m0156,mon_sp/m0156/mon_sp008_hit
2725,monster,m0097,mon_sp/m0097/mon_sp008
2726,monster,m0097,mon_sp/m0097/mon_sp008_hit
2727,monster,m0097,mon_sp/m0097/mon_sp006
2730,monster,m0097,mon_sp/m0097/mon_sp007
2731,monster,m0097,mon_sp/m0097/mon_sp011
2732,monster,m0097,mon_sp/m0097/mon_sp011_hit
2733,monster,m0097,mon_sp/m0097/mon_sp012
2734,monster,m0097,mon_sp/m0097/mon_sp012_hit
2735,monster,m0190,mon_sp/m0190/mon_sp001
2736,monster,m0097,mon_sp/m0097/mon_sp013
2737,monster,m0054,mon_sp/m0054/mon_sp009
2738,monster,m0054,mon_sp/m0054/mon_sp010
2739,monster,m0054,mon_sp/m0054/mon_sp011
2740,monster,m0158,mon_sp/m0158/mon_sp001
2741,monster,m0158,mon_sp/m0158/mon_sp001_hit
2742,monster,m0158,mon_sp/m0158/mon_sp002
2743,monster,m0158,mon_sp/m0158/mon_sp003
2744,monster,m0158,mon_sp/m0158/mon_sp003_hit
2745,monster,m0003,mon_sp/m0003/mon_sp006
2746,monster,m0003,mon_sp/m0003/mon_sp006_hit
2747,monster,m0010,mon_sp/m0010/mon_sp004
2748,monster,m0010,mon_sp/m0010/mon_sp004_hit
2749,monster,m0115,mon_sp/m0115/mon_sp009
2750,monster,m0115,mon_sp/m0115/mon_sp009_hit
2751,monster,m0196,mon_sp/m0196/mon_sp001
2752,monster,m0196,mon_sp/m0196/mon_sp001_hit
2753,monster,m0196,mon_sp/m0196/mon_sp002
2754,monster,m0196,mon_sp/m0196/mon_sp002_hit
2757,monster,m0196,mon_sp/m0196/mon_sp003
2758,monster,m0196,mon_sp/m0196/mon_sp003_hit
2759,monster,m0196,mon_sp/m0196/mon_sp004
2760,monster,m0196,mon_sp/m0196/mon_sp004_hit
2761,monster,m0196,mon_sp/m0196/mon_sp005
2762,monster,m0196,mon_sp/m0196/mon_sp005_hit
2765,monster,m0196,mon_sp/m0196/mon_sp006
2766,monster,m0196,mon_sp/m0196/mon_sp006_hit
2767,monster,m0196,mon_sp/m0196/mon_sp007
2768,monster,m0196,mon_sp/m0196/mon_sp007_hit
2769,monster,m0196,mon_sp/m0196/mon_sp008
2770,monster,m0196,mon_sp/m0196/mon_sp008_hit
2771,monster,m0196,mon_sp/m0196/mon_sp009
2772,monster,m0106,mon_sp/m0106/mon_sp003
2773,monster,m0106,mon_sp/m0106/mon_sp003_hit
2774,monster,m0106,mon_sp/m0106/mon_sp004
2775,monster,m0106,mon_sp/m0106/mon_sp004_hit
2776,monster,m0196,mon_sp/m0196/mon_sp010
2777,monster,m0196,mon_sp/m0196/mon_sp010_hit
2778,monster,m0021,mon_sp/m0021/mon_sp012
2779,monster,m0021,mon_sp/m0021/mon_sp013
2786,monster,m0021,mon_sp/m0021/mon_sp014
2787,monster,m0021,mon_sp/m0021/mon_sp014_hit
2788,monster,m0021,mon_sp/m0021/mon_sp015
2789,monster,m0196,mon_sp/m0196/mon_sp011
2790,monster,m0196,mon_sp/m0196/mon_sp011_hit
2796,monster,m0060,mon_sp/m0060/mon_sp032
2797,monster,m0060,mon_sp/m0060/mon_sp032_hit
2798,monster,m0060,mon_sp/m0060/mon_sp033
2799,monster,m0060,mon_sp/m0060/mon_sp033_hit
2800,monster,m0060,mon_sp/m0060/mon_sp034
2801,monster,m0060,mon_sp/m0060/mon_sp034_hit
2802,monster,m0163,mon_sp/m0163/mon_sp003
2803,monster,m0163,mon_sp/m0163/mon_sp003_hit
2804,monster,m0163,mon_sp/m0163/mon_sp004
2805,monster,m0163,mon_sp/m0163/mon_sp005
2806,monster,m0163,mon_sp/m0163/mon_sp006
2807,monster,m0163,mon_sp/m0163/mon_sp006_hit
2808,monster,m0163,mon_sp/m0163/mon_sp007
2809,monster,m0163,mon_sp/m0163/mon_sp007_hit
2810,monster,m0054,mon_sp/m0054/mon_sp012
2811,monster,m0054,mon_sp/m0054/mon_sp013
2812,monster,m0054,mon_sp/m0054/mon_sp014
2813,monster,m0054,mon_sp/m0054/mon_sp014_hit
2814,monster,m0195,mon_sp/m0195/mon_sp001
2815,monster,m0195,mon_sp/m0195/mon_sp001_hit
2816,monster,m0195,mon_sp/m0195/mon_sp002
2817,monster,m0195,mon_sp/m0195/mon_sp002_hit
2818,monster,m0195,mon_sp/m0195/mon_sp003
2819,monster,m0195,mon_sp/m0195/mon_sp003_hit
2820,monster,m0195,mon_sp/m0195/mon_sp004
2821,monster,m0194,mon_sp/m0194/mon_sp001
2822,monster,m0194,mon_sp/m0194/mon_sp001_hit
2823,monster,m0064,mon_sp/m0064/mon_sp004
2824,monster,m0064,mon_sp/m0064/mon_sp004_hit
2825,monster,m0064,mon_sp/m0064/mon_sp005
2826,monster,m0064,mon_sp/m0064/mon_sp005_hit
2827,monster,m0064,mon_sp/m0064/mon_sp006
2828,monster,m0064,mon_sp/m0064/mon_sp006_hit
2829,monster,m0064,mon_sp/m0064/mon_sp007
2830,monster,m0064,mon_sp/m0064/mon_sp007_hit
2831,monster,m0064,mon_sp/m0064/mon_sp008
2832,monster,m0064,mon_sp/m0064/mon_sp009
2833,monster,m0064,mon_sp/m0064/mon_sp009_hit
2834,monster,m0156,mon_sp/m0156/mon_sp009
2835,monster,m0005,mon_sp/m0005/mon_sp008
2836,monster,m0005,mon_sp/m0005/mon_sp008_hit
2837,monster,m0005,mon_sp/m0005/mon_sp009
2838,monster,m0005,mon_sp/m0005/mon_sp010
2839,monster,m0005,mon_sp/m0005/mon_sp011
2840,monster,m0005,mon_sp/m0005/mon_sp011_hit
2841,monster,m0005,mon_sp/m0005/mon_sp012
2842,monster,m0005,mon_sp/m0005/mon_sp012_hit
2843,monster,m0005,mon_sp/m0005/mon_sp013
2844,monster,m0005,mon_sp/m0005/mon_sp013_hit
2845,monster,m0005,mon_sp/m0005/mon_sp014
2846,monster,m0005,mon_sp/m0005/mon_sp015
2847,monster,m0005,mon_sp/m0005/mon_sp016
2848,monster,m0005,mon_sp/m0005/mon_sp016_hit
2849,monster,m0005,mon_sp/m0005/mon_sp017
2850,monster,m0005,mon_sp/m0005/mon_sp018
2851,monster,m0005,mon_sp/m0005/mon_sp019
2852,monster,m0005,mon_sp/m0005/mon_sp019_hit
2853,monster,m0087,mon_sp/m0087/mon_sp009
2854,monster,m0010,mon_sp/m0010/mon_sp005
2855,monster,m0010,mon_sp/m0010/mon_sp005_hit
2856,monster,m0010,mon_sp/m0010/mon_sp006
2886,monster,m0198,mon_sp/m0198/mon_sp001
2887,monster,m0198,mon_sp/m0198/mon_sp001_hit
2888,monster,m0198,mon_sp/m0198/mon_sp002
2889,monster,m0198,mon_sp/m0198/mon_sp002_hit
2890,monster,m0197,mon_sp/m0197/mon_sp001
2891,monster,m0197,mon_sp/m0197/mon_sp002
2892,monster,m0197,mon_sp/m0197/mon_sp002_hit
2921,monster,m0183,mon_sp/m0183/mon_sp001
2922,monster,m0183,mon_sp/m0183/mon_sp001_hit
2923,monster,m0183,mon_sp/m0183/mon_sp002
2924,monster,m0183,mon_sp/m0183/mon_sp002_hit
2925,monster,m0183,mon_sp/m0183/mon_sp003
2926,monster,m0183,mon_sp/m0183/mon_sp003_hit
2927,monster,m0183,mon_sp/m0183/mon_sp004
2928,monster,m0183,mon_sp/m0183/mon_sp005
2929,monster,m0171,mon_sp/m0171/mon_sp001
2930,monster,m0171,mon_sp/m0171/mon_sp001_hit
2931,monster,m0171,mon_sp/m0171/mon_sp002
2932,monster,m0171,mon_sp/m0171/mon_sp003
2933,monster,m0171,mon_sp/m0171/mon_sp003_hit
2934,monster,m0171,mon_sp/m0171/mon_sp004
2935,monster,m0171,mon_sp/m0171/mon_sp004_hit
2936,monster,m0171,mon_sp/m0171/mon_sp005
2937,monster,m0059,mon_sp/m0059/mon_sp004
2938,monster,m0059,mon_sp/m0059/mon_sp004_hit
2939,monster,m0059,mon_sp/m0059/mon_sp005
2940,monster,m0059,mon_sp/m0059/mon_sp005_hit
2941,monster,m0058,mon_sp/m0058/mon_sp008
2942,monster,m0058,mon_sp/m0058/mon_sp008_hit
2943,monster,m0058,mon_sp/m0058/mon_sp009
2944,monster,m0058,mon_sp/m0058/mon_sp009_hit
2945,monster,m0058,mon_sp/m0058/mon_sp010
2946,monster,m0058,mon_sp/m0058/mon_sp010_hit
2965,monster,m0156,mon_sp/m0156/mon_sp010
2966,monster,m0156,mon_sp/m0156/mon_sp010_hit
2967,monster,m0115,mon_sp/m0115/mon_sp001
2968,monster,m0115,mon_sp/m0115/mon_sp001_hit
2969,monster,m0115,mon_sp/m0115/mon_sp002
2970,monster,m0115,mon_sp/m0115/mon_sp003
2971,monster,m0115,mon_sp/m0115/mon_sp003_hit
2972,monster,m0115,mon_sp/m0115/mon_sp004
2973,monster,m0115,mon_sp/m0115/mon_sp005
2974,monster,m0115,mon_sp/m0115/mon_sp005_hit
2975,monster,m0115,mon_sp/m0115/mon_sp006
2976,monster,m0115,mon_sp/m0115/mon_sp006_hit
2977,monster,m0115,mon_sp/m0115/mon_sp007
2978,monster,m0115,mon_sp/m0115/mon_sp007_hit
2979,monster,m0115,mon_sp/m0115/mon_sp008
2980,monster,m0055,mon_sp/m0055/mon_sp006
2981,monster,m0055,mon_sp/m0055/mon_sp007
2982,monster,m0055,mon_sp/m0055/mon_sp007_hit
2988,monster,m0196,mon_sp/m0196/mon_sp013
2990,monster,m0027,mon_sp/m0027/mon_sp007
2991,monster,m0027,mon_sp/m0027/mon_sp008
2992,monster,m0027,mon_sp/m0027/mon_sp009
2993,monster,m0027,mon_sp/m0027/mon_sp010
2994,monster,m0027,mon_sp/m0027/mon_sp011
2995,monster,m0027,mon_sp/m0027/mon_sp012
2996,monster,m0027,mon_sp/m0027/mon_sp013
2997,monster,m0027,mon_sp/m0027/mon_sp014
2998,monster,m0027,mon_sp/m0027/mon_sp015
2999,monster,m0027,mon_sp/m0027/mon_sp007_hit
3000,monster,m0027,mon_sp/m0027/mon_sp008_hit
3001,monster,m0027,mon_sp/m0027/mon_sp009_hit
3002,monster,m0027,mon_sp/m0027/mon_sp011_hit
3003,monster,m0027,mon_sp/m0027/mon_sp012_hit
3004,monster,m0027,mon_sp/m0027/mon_sp013_hit
3005,monster,m0027,mon_sp/m0027/mon_sp014_hit
3006,monster,m0027,mon_sp/m0027/mon_sp015_hit
3009,monster,m0131,mon_sp/m0131/mon_sp001
3010,monster,m0131,mon_sp/m0131/mon_sp001_hit
3011,monster,m0131,mon_sp/m0131/mon_sp002
3012,monster,m0131,mon_sp/m0131/mon_sp002_hit
3013,monster,m0131,mon_sp/m0131/mon_sp003
3014,monster,m0131,mon_sp/m0131/mon_sp003_hit
3015,monster,m0131,mon_sp/m0131/mon_sp004
3016,monster,m0131,mon_sp/m0131/mon_sp004_hit
3017,monster,m0131,mon_sp/m0131/mon_sp005
3018,monster,m0131,mon_sp/m0131/mon_sp005_hit
3019,monster,m0131,mon_sp/m0131/mon_sp006
3020,monster,m0131,mon_sp/m0131/mon_sp007
3021,monster,m0131,mon_sp/m0131/mon_sp008
3022,monster,m0131,mon_sp/m0131/mon_sp009
3059,monster,m0196,mon_sp/m0196/mon_sp012
3063,monster,m0176,mon_sp/m0176/mon_sp001
3064,monster,m0176,mon_sp/m0176/mon_sp001_hit
3065,monster,m0200,mon_sp/m0200/mon_sp001
3066,monster,m0200,mon_sp/m0200/mon_sp001_hit
3067,monster,m0201,mon_sp/m0201/mon_sp001
3068,monster,m0201,mon_sp/m0201/mon_sp001_hit
3069,monster,m0056,mon_sp/m0056/mon_sp004
3070,monster,m0056,mon_sp/m0056/mon_sp005
3071,monster,m0056,mon_sp/m0056/mon_sp006
3072,monster,m0056,mon_sp/m0056/mon_sp004_hit
3073,monster,m0056,mon_sp/m0056/mon_sp005_hit
3082,monster,m0189,mon_sp/m0189/mon_sp001
3083,monster,m0189,mon_sp/m0189/mon_sp002
3084,monster,m0189,mon_sp/m0189/mon_sp003
3085,monster,m0189,mon_sp/m0189/mon_sp004
3086,monster,m0189,mon_sp/m0189/mon_sp005
3087,monster,m0189,mon_sp/m0189/mon_sp006
3088,monster,m0189,mon_sp/m0189/mon_sp007
3089,monster,m0189,mon_sp/m0189/mon_sp002_hit
3090,monster,m0189,mon_sp/m0189/mon_sp003_hit
3095,monster,m0199,mon_sp/m0199/mon_sp001
3096,monster,m0199,mon_sp/m0199/mon_sp002
3097,monster,m0199,mon_sp/m0199/mon_sp001_hit
3098,monster,m0199,mon_sp/m0199/mon_sp002_hit
3099,monster,m0171,mon_sp/m0171/mon_sp006
3100,monster,m0171,mon_sp/m0171/mon_sp006_hit
3105,monster,m0005,mon_sp/m0005/mon_sp015_hit
3106,monster,m0005,mon_sp/m0005/mon_sp009_hit
3108,monster,m0056,mon_sp/m0056/mon_sp007
3109,monster,m0056,mon_sp/m0056/mon_sp007_hit
3110,monster,m0156,mon_sp/m0156/mon_sp011
3111,monster,m0156,mon_sp/m0156/mon_sp011_hit
3113,monster,m0131,mon_sp/m0131/mon_sp011
3114,monster,m0131,mon_sp/m0131/mon_sp011_hit
3119,monster,m0189,mon_sp/m0189/mon_sp008
3121,monster,m0199,mon_sp/m0199/mon_sp003
3122,monster,m0199,mon_sp/m0199/mon_sp003_hit
3191,common,,normal/item_action
3192,common,,normal/item_action_start
3193,common,,normal/item_action_loop
3194,common,,normal/item_action_exec
3195,common,,normal/item_action_hit01
3196,common,,normal/item_action_hit02
3197,common,,normal/item_action_hit
3200,common,,normal/telepo_sp1
3281,monster,m0123,mon_sp/m0123/mon_sp001
3282,monster,m0123,mon_sp/m0123/mon_sp001_hit
3283,monster,m0123,mon_sp/m0123/mon_sp002
3284,monster,m0123,mon_sp/m0123/mon_sp002_hit
3285,monster,m0123,mon_sp/m0123/mon_sp003
3286,monster,m0123,mon_sp/m0123/mon_sp003_hit
3287,monster,m0123,mon_sp/m0123/mon_sp004
3288,monster,m0123,mon_sp/m0123/mon_sp004_hit
3291,monster,m0123,mon_sp/m0123/mon_sp005
3292,monster,m0123,mon_sp/m0123/mon_sp005_hit
3293,monster,m0123,mon_sp/m0123/mon_sp006
3294,monster,m0123,mon_sp/m0123/mon_sp006_hit
3295,monster,m0123,mon_sp/m0123/mon_sp007
3296,monster,m0123,mon_sp/m0123/mon_sp007_hit
3300,monster,m7006,mon_sp/m7006/mon_sp001
3301,monster,m7006,mon_sp/m7006/mon_sp001_hit
3302,monster,m7006,mon_sp/m7006/mon_sp002
3303,monster,m7006,mon_sp/m7006/mon_sp003
3304,monster,m7006,mon_sp/m7006/mon_sp003_hit
3306,monster,m0127,mon_sp/m0127/mon_sp001
3307,monster,m0127,mon_sp/m0127/mon_sp002
3308,monster,m0127,mon_sp/m0127/mon_sp002_hit
3309,monster,m0127,mon_sp/m0127/mon_sp003
3312,monster,m0127,mon_sp/m0127/mon_sp004
3313,monster,m0127,mon_sp/m0127/mon_sp004_hit
3314,monster,m0127,mon_sp/m0127/mon_sp005
3315,monster,m0127,mon_sp/m0127/mon_sp005_hit
3316,monster,m0127,mon_sp/m0127/mon_sp006
3317,monster,m0127,mon_sp/m0127/mon_sp006_hit
3322,monster,m0074,mon_sp/m0074/mon_sp001
3323,monster,m0074,mon_sp/m0074/mon_sp001_hit
3324,monster,m0074,mon_sp/m0074/mon_sp002
3325,monster,m0074,mon_sp/m0074/mon_sp002_hit
3326,monster,m0074,mon_sp/m0074/mon_sp003
3327,monster,m0074,mon_sp/m0074/mon_sp003_hit
3328,monster,m0074,mon_sp/m0074/mon_sp004
3331,monster,m0074,mon_sp/m0074/mon_sp005
3332,monster,m0074,mon_sp/m0074/mon_sp005_hit
3333,monster,m0074,mon_sp/m0074/mon_sp006
3334,monster,m0074,mon_sp/m0074/mon_sp006_hit
3337,monster,m0074,mon_sp/m0074/mon_sp007
3338,monster,m0074,mon_sp/m0074/mon_sp007_hit
3339,monster,m0074,mon_sp/m0074/mon_sp008
3340,monster,m0074,mon_sp/m0074/mon_sp009
3341,monster,m0074,mon_sp/m0074/mon_sp009_hit
3344,monster,m0074,mon_sp/m0074/mon_sp010
3345,monster,m0206,mon_sp/m0206/mon_sp004
3346,monster,m0206,mon_sp/m0206/mon_sp005
3347,monster,m0126,mon_sp/m0126/mon_sp001
3348,monster,m0126,mon_sp/m0126/mon_sp001_hit
3349,monster,m0126,mon_sp/m0126/mon_sp002
3350,monster,m0126,mon_sp/m0126/mon_sp002_hit
3351,monster,m0126,mon_sp/m0126/mon_sp003
3352,monster,m0126,mon_sp/m0126/mon_sp003_hit
3353,monster,m0126,mon_sp/m0126/mon_sp004
3354,monster,m0126,mon_sp/m0126/mon_sp004_hit
3355,monster,m0126,mon_sp/m0126/mon_sp005
3356,monster,m0126,mon_sp/m0126/mon_sp005_hit
3357,monster,m0126,mon_sp/m0126/mon_sp006
3358,monster,m0126,mon_sp/m0126/mon_sp007
3359,monster,m0074,mon_sp/m0074/mon_sp011
3360,monster,m0074,mon_sp/m0074/mon_sp011_hit
3361,monster,m0125,mon_sp/m0125/mon_sp001
3362,monster,m0125,mon_sp/m0125/mon_sp001_hit
3363,monster,m0125,mon_sp/m0125/mon_sp002
3364,monster,m0125,mon_sp/m0125/mon_sp002_hit
3365,monster,m0125,mon_sp/m0125/mon_sp003
3366,monster,m0125,mon_sp/m0125/mon_sp003_hit
3367,monster,m0125,mon_sp/m0125/mon_sp004
3368,monster,m0125,mon_sp/m0125/mon_sp004_hit
3369,monster,m0125,mon_sp/m0125/mon_sp005
3370,monster,m0125,mon_sp/m0125/mon_sp005_hit
3371,monster,m0125,mon_sp/m0125/mon_sp006
3372,monster,m0125,mon_sp/m0125/mon_sp007
3373,monster,m0125,mon_sp/m0125/mon_sp008
3374,monster,m0125,mon_sp/m0125/mon_sp008_hit
3379,monster,m0212,mon_sp/m0212/mon_sp001
3380,monster,m0212,mon_sp/m0212/mon_sp001_hit
3381,monster,m0212,mon_sp/m0212/mon_sp002
3382,monster,m0212,mon_sp/m0212/mon_sp002_hit
3383,monster,m0206,mon_sp/m0206/mon_sp001
3384,monster,m0206,mon_sp/m0206/mon_sp001_hit
3385,monster,m0206,mon_sp/m0206/mon_sp002
3386,monster,m0206,mon_sp/m0206/mon_sp002_hit
3387,monster,m0206,mon_sp/m0206/mon_sp003
3388,monster,m0205,mon_sp/m0205/mon_sp001
3389,monster,m0205,mon_sp/m0205/mon_sp001_hit
3390,monster,m0205,mon_sp/m0205/mon_sp002
3391,monster,m0205,mon_sp/m0205/mon_sp002_hit
3398,monster,m0156,mon_sp/m0156/mon_sp012
3399,monster,m0156,mon_sp/m0156/mon_sp013
