Skel,McType,NumAnim,Names
m0152,monster,9,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ft_ded_1 cbbm_ft_ded_2lp cbbm_ft_ded_3 cbbm_id0 cbbm_sp_a_2lp cbnm_01f_lp0
m0153,monster,10,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_dedpose cbbm_ft_ded_1 cbbm_ft_ded_2lp cbbm_ft_ded_3 cbbm_id0 cbbm_mgc_thm_2lp cbbm_mgc_thm_3
m0154,monster,7,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbnm_01f_lp0
m0155,monster,7,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbnm_01f_lp0
m0156,monster,5,cbba_add_dmg_f cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0
m0157,monster,1,cbbm_id0
m0158,monster,9,cbba_add_dmg_f cbbm_01f_lp0 cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_2lp cbbm_mgc_thm_3
m0159,monster,3,cbbm_ded cbbm_dedpose cbbm_id0
m0160,monster,5,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0
m0161,monster,8,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbnm_01f_lp0
m0162,monster,1,cbbm_id0
m0163,monster,2,cbbm_02f_lp0 cbbm_id0
m0164,monster,5,cbba_add_dmg_f cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0
m0165,monster,3,cbbm_ded cbbm_dedpose cbbm_id0
m0166,monster,6,cbba_add_dmg_f cbbm_02f_lp0 cbbm_id0 cbbm_mgc_thm_3 cbnm_01f_lp0 cbnm_id0
m0167,monster,1,cbbm_id0
m0168,monster,12,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_3 cbbm_trn_l_lp cbbm_trn_r_lp cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0171,monster,14,cbba_add_dmg_f cbbm_01f_lp0 cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_partsbreak cbbm_sp_a_2lp cbbm_sp_h_1 cbbm_sp_h_2lp cbbm_trn_l_lp cbbm_trn_r_lp cbnm_01f_lp0
m0172,monster,12,cbba_add_dmg_f cbbm_01f_lp0 cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_2lp cbbm_mgc_thm_3 cbbm_trn_l_lp cbbm_trn_r_lp cbnm_01f_lp0
m0173,monster,8,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_3 cbbm_sp_a_2lp
m0174,monster,0,
m0175,monster,9,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0176,monster,11,cbba_add_dmg_f cbbm_01f_lp0 cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_trn_l_lp cbbm_trn_r_lp cbnm_01f_lp0 cbnm_id0
m0177,monster,14,cbba_add_dmg_f cbbm_01f_lp0 cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_3 cbbm_sp_a_1 cbbm_sp_b_2lp cbbm_trn_l_lp cbbm_trn_r_lp cbnm_01f_lp0 cbnm_id0
m0178,monster,6,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0
m0179,monster,4,cbba_add_dmg_f cbbm_id0 cbbm_sp_b_2lp cbbm_sp_f_2lp
m0180,monster,5,cbba_add_dmg_f cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0
m0181,monster,6,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0
m0182,monster,9,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_dedpose cbbm_ft_ded_1 cbbm_ft_ded_2lp cbbm_ft_ded_3 cbbm_id0 cbbm_mgc_thm_3
m0183,monster,19,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_2lp cbbm_sp_c_2lp cbbm_sp_d_2lp cbbm_sp_e_2lp cbbm_sp_g_1 cbbm_sp_g_2lp cbbm_sp_h_1 cbbm_sp_h_2lp cbbm_sp_i_1 cbbm_sp_i_2lp cbbm_trn_l_lp cbbm_trn_r_lp cbnm_01f_lp0
m0184,monster,3,cbbm_ded cbbm_dedpose cbbm_id0
m0185,monster,4,cbba_add_dmg_f cbbm_ded cbbm_dedpose cbbm_id0
m0186,monster,1,cbbm_id0
m0187,monster,8,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_2lp cbnm_01f_lp0
m0188,monster,12,cbnm_01b_lp0 cbnm_01f_lp0 cbnm_01l_lp0 cbnm_01r_lp0 cbnm_02f_lp0 cbnm_02l_lp0 cbnm_02r_lp0 cbnm_ded cbnm_id0 cbnm_jump_1 cbnm_jump_2 cbnm_jump_3
m0189,monster,6,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0
m0190,monster,4,cbba_add_dmg_f cbbm_ded cbbm_dedpose cbbm_id0
m0191,monster,17,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbnm_01b_lp0 cbnm_01f_lp0 cbnm_01l_lp0 cbnm_01r_lp0 cbnm_02f_lp0 cbnm_02l_lp0 cbnm_02r_lp0 cbnm_id0 cbnm_jump_1 cbnm_jump_2 cbnm_jump_3
m0192,monster,3,cbbm_01f_lp0 cbbm_02f_lp0 cbbm_id0
m0193,monster,2,cbnm_02f_lp0 cbnm_id0
m0194,monster,7,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbnm_01f_lp0
m0195,monster,9,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_dedpose cbbm_ft_ded_1 cbbm_ft_ded_2lp cbbm_ft_ded_3 cbbm_id0 cbbm_sp_b_2lp
m0196,monster,11,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_3 cbbm_sp_b_2lp cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp
m0197,monster,9,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_2lp cbbm_mgc_thm_3 cbnm_id0
m0198,monster,9,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_dedpose cbbm_ft_ded_1 cbbm_ft_ded_2lp cbbm_ft_ded_3 cbbm_id0 cbbm_mgc_thm_3
m0199,monster,3,cbbm_ded cbbm_dedpose cbbm_id0
m0200,monster,4,cbba_add_dmg_f cbbm_ded cbbm_dedpose cbbm_id0
m0201,monster,4,cbba_add_dmg_f cbbm_ded cbbm_dedpose cbbm_id0
m0202,monster,1,cbbm_id0
m0203,monster,9,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbnm_01f_lp0 cbnm_id0
m0204,monster,6,cbbm_id0 cbbm_sp_a_2lp cbbm_sp_b_2lp cbbm_sp_c_2lp cbbm_sp_d_2lp cbbm_sp_f_2lp
m0205,monster,6,cbba_add_dmg_f cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp
m0206,monster,4,cbba_add_dmg_f cbbm_ded cbbm_dedpose cbbm_id0
m0207,monster,6,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0
m0208,monster,6,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0
m0209,monster,6,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0
m0210,monster,1,cbbm_id0
m0211,monster,6,cbba_add_dmg_f cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp
m0212,monster,5,cbba_add_dmg_f cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0
m0213,monster,3,cbbm_ded cbbm_dedpose cbbm_id0
m0214,monster,13,cbnm_01b_lp0 cbnm_01f_lp0 cbnm_01l_lp0 cbnm_01r_lp0 cbnm_02f_lp0 cbnm_02l_lp0 cbnm_02r_lp0 cbnm_ded cbnm_dedpose cbnm_id0 cbnm_jump_1 cbnm_jump_2 cbnm_jump_3
m0215,monster,9,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_2lp cbbm_mgc_thm_3 cbbm_sp_a_2lp cbnm_01f_lp0
m0216,monster,11,cbnm_01b_lp0 cbnm_01f_lp0 cbnm_01l_lp0 cbnm_01r_lp0 cbnm_02f_lp0 cbnm_02l_lp0 cbnm_02r_lp0 cbnm_id0 cbnm_jump_1 cbnm_jump_2 cbnm_jump_3
m0217,monster,9,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_1 cbbm_sp_a_2lp cbbm_sp_b_2lp
m0218,monster,12,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_1 cbbm_sp_a_2lp cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0219,monster,8,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_2lp cbbm_mgc_thm_3
m0220,monster,3,cbbm_ded cbbm_dedpose cbbm_id0
m0221,monster,3,cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0222,monster,1,cbbm_id0
m0223,monster,2,cbbm_02f_lp0 cbbm_id0
m0224,monster,2,cbbm_02f_lp0 cbbm_id0
m0225,monster,9,cbba_add_dmg_f cbbm_01f_lp0 cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_2lp cbbm_mgc_thm_3
m0226,monster,10,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_1 cbbm_sp_a_2lp cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_2lp
m0227,monster,9,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_1 cbbm_sp_a_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0228,monster,2,cbnm_02f_lp0 cbnm_id0
m0229,monster,2,cbnm_02f_lp0 cbnm_id0
m0230,monster,10,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_dedpose cbbm_ft_ded_1 cbbm_ft_ded_2lp cbbm_ft_ded_3 cbbm_id0 cbbm_sp_a_2lp cbbm_sp_b_2lp
m0231,monster,3,cbbm_ded cbbm_dedpose cbbm_id0
m0232,monster,4,cbba_add_dmg_f cbbm_ded cbbm_dedpose cbbm_id0
m0233,monster,12,cbba_add_dmg_f cbbm_01f_lp0 cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_2lp cbbm_sp_b_2lp cbbm_trn_l_lp cbbm_trn_r_lp cbnm_01f_lp0
m0234,monster,12,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_dedpose cbbm_ft_ded_1 cbbm_ft_ded_2lp cbbm_ft_ded_3 cbbm_id0 cbbm_mgc_thm_3 cbbm_sp_a_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0235,monster,6,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0
m0236,monster,14,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_2lp cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_trn_l_lp cbbm_trn_r_lp cbnm_01f_lp0 cbnm_id0
m0237,monster,6,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_3
m0238,monster,14,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_trn_l_lp cbbm_trn_r_lp cbnm_01f_lp0 cbnm_id0
m0239,monster,9,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_2lp cbfa_add_no cbfa_add_yes cbnm_id0
m0240,monster,9,cbba_add_dmg_f cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0241,monster,9,cbba_add_dmg_f cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_2lp cbbm_mgc_thm_3 cbbm_sp_a_2lp cbbm_sp_b_2lp cbbm_sp_c_2lp
m0242,monster,2,cbnm_02f_lp0 cbnm_id0
m0243,monster,10,cbba_add_dmg_f cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_1 cbbm_sp_a_2lp cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_2lp
m0244,monster,15,cbbm_02f_lp0 cbbm_atk1 cbbm_bnpc_grd cbbm_ded cbbm_dedpose cbbm_grd cbbm_id0 cbbm_sp_a_1 cbbm_sp_a_2lp cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_2lp
m0245,monster,12,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_partsbreak cbbm_sp_a_2lp cbbm_sp_b_2lp cbbm_sp_c_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0246,monster,10,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_2lp cbbm_trn_l_lp cbbm_trn_r_lp cbnm_01f_lp0
m0247,monster,8,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_3 cbnm_01f_lp0 cbnm_id0
m0248,monster,10,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_3 cbbm_sp_a_1 cbbm_sp_a_2lp cbbm_sp_b_2lp
m0249,monster,3,cbbm_ded cbbm_dedpose cbbm_id0
m0250,monster,3,cbbm_ded cbbm_dedpose cbbm_id0
m0251,monster,3,cbbm_ded cbbm_dedpose cbbm_id0
m0252,monster,1,cbbm_id0
m0253,monster,7,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_2lp
m0254,monster,1,cbbm_id0
m0255,monster,1,cbbm_id0
m0256,monster,1,cbbm_id0
m0257,monster,9,cbba_add_dmg_f cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_1 cbbm_sp_a_2lp cbbm_sp_b_1 cbbm_sp_b_2lp
m0259,monster,1,cbbm_id0
m0260,monster,16,cbba_add_dmg_f cbbm_01f_lp0 cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_2lp cbbm_mgc_thm_3 cbbm_partsbreak cbbm_sp_a_2lp cbbm_sp_b_2lp cbbm_sp_c_2lp cbbm_sp_d_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0261,monster,8,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_2lp cbbm_mgc_thm_3 cbbm_sp_b_2lp
m0262,monster,8,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_2lp cbnm_01f_lp0 cbnm_id0
m0263,monster,11,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_2lp cbbm_sp_f_2lp cbbm_trn_l_lp cbbm_trn_r_lp cbnm_01f_lp0
m0264,monster,26,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_2lp cbbm_sp_b_2lp cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_1 cbbm_sp_e_2lp cbbm_sp_g_1 cbbm_sp_g_2lp cbbm_sp_h_1 cbbm_sp_h_2lp cbbm_sp_i_1 cbbm_sp_i_2lp cbbm_sp_j_1 cbbm_sp_j_2lp cbbm_sp_k_1 cbbm_sp_k_2lp cbbm_sp_l_1 cbbm_sp_l_2lp cbnm_id0
m0265,monster,10,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_2lp cbbm_mgc_thm_3 cbbm_sp_a_1 cbbm_sp_a_2lp
m0266,monster,1,cbbm_id0
m0267,monster,7,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_2lp cbnm_01f_lp0
m0268,monster,3,cbbm_ded cbbm_dedpose cbbm_id0
m0269,monster,3,cbbm_ded cbbm_dedpose cbbm_id0
m0270,monster,4,cbba_add_dmg_f cbbm_ded cbbm_dedpose cbbm_id0
m0271,monster,8,cbba_add_dmg_f cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_f_2lp
m0272,monster,5,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_2lp cbbm_sp_f_2lp
m0273,monster,5,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp
m0274,monster,4,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_f_2lp
m0275,monster,1,cbbm_id0
m0276,monster,7,cbba_add_dmg_f cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_trn_l_lp cbbm_trn_r_lp
m0277,monster,19,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_2lp cbbm_sp_b_2lp cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_1 cbbm_sp_e_2lp cbbm_sp_f_1 cbbm_sp_f_2lp cbbm_sp_g_1 cbbm_sp_g_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0278,monster,3,cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0279,monster,9,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_2lp cbbm_mgc_thm_3 cbnm_id0
m0280,monster,15,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_1 cbbm_sp_a_2lp cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_2lp cbbm_trn_l_lp cbbm_trn_r_lp cbnm_01f_lp0 cbnm_id0
m0281,monster,1,cbnm_id0
m0282,monster,5,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0
m0283,monster,1,cbbm_id0
m0284,monster,14,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_1 cbbm_sp_a_2lp cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_2lp cbbm_sp_d_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0285,monster,11,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_dedpose cbbm_ft_ded_1 cbbm_ft_ded_2lp cbbm_ft_ded_3 cbbm_id0 cbbm_sp_a_2lp cbnm_01f_lp0 cbnm_id0
m0286,monster,9,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_2lp cbbm_sp_b_1 cbbm_sp_b_2lp
m0287,monster,7,cbba_add_dmg_f cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_2lp cbbm_mgc_thm_3 cbbm_sp_f_2lp
m0288,monster,6,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_2lp
m0289,monster,9,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_3 cbnm_01f_lp0 cbnm_id0
m0290,monster,14,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_2lp cbbm_mgc_thm_3 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_trn_l_lp cbbm_trn_r_lp cbnm_01f_lp0 cbnm_id0
m0291,monster,6,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0
m0292,monster,2,cbnm_02f_lp0 cbnm_id0
m0293,monster,5,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_3 cbbm_sp_a_2lp
m0294,monster,1,cbbm_id0
m0295,monster,8,cbbm_02f_lp0 cbbm_atk1 cbbm_id0 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0296,monster,11,cbbm_02f_lp0 cbbm_atk1 cbbm_dedpose cbbm_ft_ded_1 cbbm_ft_ded_2lp cbbm_ft_ded_3 cbbm_id0 cbbm_sp_a_2lp cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_2lp
m0297,monster,7,cbba_add_dmg_f cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_2lp cbbm_sp_b_2lp
m0298,monster,14,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_1 cbbm_sp_a_2lp cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0299,monster,9,cbba_add_dmg_f cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_1 cbbm_sp_a_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0300,monster,16,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_1 cbbm_sp_a_2lp cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0301,monster,1,cbbm_id0
m0302,monster,4,cbba_add_dmg_f cbbm_ded cbbm_dedpose cbbm_id0
m0303,monster,3,cbbm_ded cbbm_dedpose cbbm_id0
m0304,monster,3,cbba_add_dmg_f cbbm_ded cbbm_id0
m0305,monster,7,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_1 cbbm_sp_a_2lp
m0306,monster,10,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_2lp cbbm_trn_l_lp cbbm_trn_r_lp cbnm_01f_lp0
m0307,monster,2,cbba_add_dmg_f cbbm_id0
m0308,monster,8,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_2lp cbnm_01f_lp0
m0309,monster,3,cbbm_ded cbbm_dedpose cbbm_id0
m0310,monster,10,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_bnpc_grd cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0311,monster,10,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_2lp cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp
m0312,monster,0,
m0313,monster,14,cbba_add_dmg_f cbbm_02f_lp0 cbbm_02l_lp0 cbbm_02r_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_slide_02l_lp0 cbbm_slide_02r_lp0 cbbm_sp_a_1 cbbm_sp_a_2lp cbbm_sp_b_1 cbbm_sp_b_2lp
m0314,monster,9,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_3 cbnm_01f_lp0 cbnm_id0
m0315,monster,2,cbbm_02f_lp0 cbbm_id0
m0316,monster,6,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_3
m0317,monster,1,cbnm_id0
m0318,monster,2,cbbm_02f_lp0 cbbm_id0
m0319,monster,2,cbbm_id0 cbnm_02f_lp0
m0320,monster,13,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_2lp cbbm_mgc_thm_3 cbbm_sp_b_2lp cbfa_add_all cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0321,monster,4,cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0
m0322,monster,8,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbnm_01f_lp0 cbnm_id0
m0323,monster,1,cbbm_id0
m0324,monster,2,cbnm_02f_lp0 cbnm_id0
m0325,monster,3,cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0326,monster,3,cbbm_ded cbbm_dedpose cbbm_id0
m0327,monster,10,cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_3 cbbm_sp_a_2lp cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp
m0328,monster,4,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_2lp
m0329,monster,10,cbba_add_dmg_f cbbm_01f_lp0 cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_1 cbbm_sp_a_2lp cbbm_trn_l_lp cbbm_trn_r_lp
